configuration_code,family,page,text_chars,render_ok,sections,text_sha256,render_sha256
bigster_expression_hybridg150_4x4_automatic,bigster,5,1249,true,summary|technical,16798742db618d267d382f988b14b6c303113ed95b8126e0ccd8e5fab24559c6,160429515d93bb9cec588925d8e022927cf1368dfb9f36941384a39c9600ea09
bigster_expression_hybridg150_4x4_automatic,bigster,6,1293,true,summary|technical,56ef46b1538766886a86dfb03821a85ed586bc9f6367560a08cd8d2304f82399,492ea1629f334ecd7c4a171630913d2eb226110a5dff655832a3677637256dd2
bigster_expression_hybridg150_4x4_automatic,bigster,7,500,true,summary|technical,c898ea69114471fe0c0333741494b8fe708a6f26721467914f7f8724134187d4,7c00f259e383c27ba1a79fac6df239bffa47cdfbdf2b0525c24238e760f1741e
bigster_expression_hybridg150_4x4_automatic,bigster,8,758,true,summary,37d0e7bfad9297af5c5b8cc90800bf0bad15ffe56656dd077e9226963c5ea4f2,fe6f3ed0a0e6e05c2e23c1c20f88dc21ed270f3e6214b62613dd800617eb37db
bigster_expression_hybridg150_4x4_automatic,bigster,9,1030,true,summary|legal,ec9505ad7b1d094b9b1663b91c6521abe1a7c275465dc510707f0239c2209886,45bc3012854093fdb5727b0874a83e06e037ed8104a6050e5e058e8abda9b8ed
bigster_expression_hybrid155_4x2_automatic,bigster,1,338,true,summary,4f501e44bb7702a83ed689d7cd540039b92141a8322aebfa2d0cae3e9fd3c3cf,84cb7080707920fc2b74184e81d07e1a5932a4b583adb1436aec349573c06a30
bigster_expression_hybrid155_4x2_automatic,bigster,2,590,true,summary|design|legal,baa26ea05fc827e52182ab827b7c5d545eddad9f2fbafc57dc5a1b15059fc8c7,0a866b41d9da2c917f9eadae4f8c96ec0fc2eef331530dd7d30acb692573df36
bigster_expression_hybrid155_4x2_automatic,bigster,3,1628,true,summary|design|standard_equipment,bd839d18e8a1d3c9b434eeb5475eea590b4c70d5362353acf2db3269046980e1,2967b832be09e33affd5f53a3ac169db92f8eecb3d96a1a489b7bdea6b9ad342
bigster_expression_hybrid155_4x2_automatic,bigster,4,1570,true,summary|design,f104ffbb8e5e1f2afff734ff8fdcb01d1e5be2b5e2dd748825de22ae25c3595a,71e06f83994e89caecd9e93e11343e3e45f296474922f1b3847564b7ca3e00c1
bigster_expression_hybrid155_4x2_automatic,bigster,5,1268,true,summary|technical,0f0fb7dbe4fd95cedefa008275739c65ade4eccd6ceac5407771805165e0d0ba,ea444eac648cd1b8573f7784f30f0f4d7f9b9b6feb4645bd0f145e6ebd96bdf6
bigster_expression_hybrid155_4x2_automatic,bigster,6,1284,true,summary|technical,c6594d6bd8bfbd010b6215009c7f858049e5e1ca306165082f495154bc7bddf4,e41eb0b72e856daa1cacf532322fbac5ac232eceeeab480d5d715c6edac1d9ef
bigster_expression_hybrid155_4x2_automatic,bigster,7,500,true,summary|technical,7cc93108694d0613e04b0829cca76abfed81cfc64fb4714ac275131d7e8d17dd,8ffc810e4983dec790200508c5e5b4a0ed711718ccd754a6ef2121d4b4d76d3f
bigster_expression_hybrid155_4x2_automatic,bigster,8,758,true,summary,d18d4ee5a700597337aed6a62cd04f638b66befd3dd0807b9d3d703a42cbf78a,a9f3217da84ee62076c68240e04f31c011b91c583dbba18f545c5962bd996dbe
bigster_expression_hybrid155_4x2_automatic,bigster,9,1030,true,summary|legal,c4f43a3fce16ddd21b26d49cf04aad36d1f6f9c1bb9d654437ff9eb569e693a0,438d538ffb4b7a7b0ad579c234588b8df07130f905935963fcb88bf4558f770e
bigster_extreme_mildhybrid140_4x2_manual,bigster,1,339,true,summary,491ef685ec58bb636facf2aaee390ca3d0e9a2035c391090a053c081e1a06224,4ede8fe7c62049dd9615c54e457c46454805d5373d52b6d32a5d81a7629c1a71
bigster_extreme_mildhybrid140_4x2_manual,bigster,2,587,true,summary|design|legal,84a767aff7c5262ed42a0cf8a984d1749c37b1ce66c99c2f197d7815bd1fbace,fd3727d430ccff0ba4f7703684e76cd92878dcafd00632886b4985c5fde0f08a
bigster_extreme_mildhybrid140_4x2_manual,bigster,3,1736,true,summary|design|standard_equipment,6c414e948c5ec89a84224834f1e0d19a6d2bdf068fac5bb9177b0f620d281455,1b138a3c2bccd9433a09f15b4ac1e95865ec3a20efc96609e76178c006f1ca48
bigster_extreme_mildhybrid140_4x2_manual,bigster,4,1671,true,summary|design,d8a6393f6bbdcf8efff3fd95dcc74aae8a414eb1ebf0e0b1f5ea7a254ece13f6,356699c62d422a386c8b5e7245e5ccb4badeb399dc261e0b643a4ce09cc6b8e0
bigster_extreme_mildhybrid140_4x2_manual,bigster,5,1269,true,summary|technical,4498c9b38b629264ddb1620f097fe8af8310524260072f3ae744e57cbc3a7d7e,f2a7fe258f15ad1d4654ced18f39e2e7213971ac5b15ccba83b23ed95f758861
bigster_extreme_mildhybrid140_4x2_manual,bigster,6,1291,true,summary|technical,cb7ee1bdb8428c3b59797bcec8d93df23e1e9dccc8c419445c0153b75ab1e9bf,52c8331fe6cc35b066a050992e1591c4f86f9ec1e50a21d1a437086866400fdc
bigster_extreme_mildhybrid140_4x2_manual,bigster,7,500,true,summary|technical,289df9a933e2a4dc3f7c16859def5dc436bc41894b9aa540838fb2b8de7fddbd,8d8fdb2991fad37de00b3a35514492a9a9abcb96e737ee61f88526574eeec48d
bigster_extreme_mildhybrid140_4x2_manual,bigster,8,758,true,summary,67996a10f2715e215759181d09eecb9ffa888425f6236f125adb2c434b59e634,3a448aca416bfb3a07095cfe1c3942f1af459e1990d96e75651a21ec644ae47b
bigster_extreme_mildhybrid140_4x2_manual,bigster,9,1030,true,summary|legal,43c44b191a70e55a960474398a68edaa996e9d6e58aad937d3e62242ea1a714b,1a32044d1c5c65159828c2871f9752f14ce4b9f101e270f30975f7fb8e72c2f6
bigster_extreme_mildhybridg140_4x2_manual,bigster,1,335,true,summary,842c39ce75bbc51d434b25f2148ceece20956dc020c13aa26c2ca4c0253dd531,12c624be80e6e0feddaae8b3fc111fc1de9f9329a52a607ba342432569c60c38
bigster_extreme_mildhybridg140_4x2_manual,bigster,2,589,true,summary|design|legal,8ac71eb4b94421417048913277eebea62fc5d954abcc7c7424fec324f5289882,76080b616e8fc449b527390b3a38b0b7d70ca85bacdf1048bf8c8d5c45f7a5fa
bigster_extreme_mildhybridg140_4x2_manual,bigster,3,1761,true,summary|design|standard_equipment,00dbae619a9e8205448c9d3695d7adb121d1d7f0057be95e044470155d42eaed,422c94a84e2b340cbc0343f8ee2a058f493bbb1638eb811395f893a30cd2f4ce
bigster_extreme_mildhybridg140_4x2_manual,bigster,4,1671,true,summary|design,0e38b5b1cb7c0fe9d0e14841664d8711699bd84fb632f6aab6093d419ef3f04a,8d960b1d284ea465443b4f7b54d0f531c9d472c718a219044bf44e7e95e88333
bigster_extreme_mildhybridg140_4x2_manual,bigster,5,1270,true,summary|technical,d06194e0780613672a6c1effb7e13a19c7f3bfac13e91fcbfab087da032e18f1,68cc15606501157e8028c46725315f82e074552a90c9a374bd6cb5f09672760d
bigster_extreme_mildhybridg140_4x2_manual,bigster,6,1277,true,summary|technical,67eb2e61394dd76e35c8c01026b26e06ecb93b2fc308275317c51748394a2570,6c967b2cfee69bf64cc3ca48f99f82ec82876d54260fc78c67851612d5494daf
bigster_extreme_mildhybridg140_4x2_manual,bigster,7,500,true,summary|technical,ea656b585dc47837cc408bd94f1880feb871299c16d2bd370740a4dd416fc0de,1a762c23671c0aa633ebc61412346a85443abebc3813840db839cead9a4c7ff2
bigster_extreme_mildhybridg140_4x2_manual,bigster,8,758,true,summary,842b9dafdb012a3efa6c8dc8421056a0fd5ed3bc7bd41493183b95742aa1d653,7dc17d9e97c28c942266e01f159891435ba4b15cfe411f85e24e91a3d76957bd
bigster_extreme_mildhybridg140_4x2_manual,bigster,9,1030,true,summary|legal,7a95e0f1be9d8171c5c38a50d1e2d69d59aa962f9e8799cd8a3749b03aa6c980,e17b5e7130bb98c43ca15bfc0c80a8df59497cc9bbb408dadda07860e8a5ca8e
bigster_extreme_hybridg150_4x4_automatic,bigster,1,350,true,summary,edb8605c583812e8a61f4556858472473b4dfaf4b59368c48cf49ef654e1e917,b69fe991f9e5fffbf6eb360ceb08f21abf1b44a05a86bdfe54698f403478fed8
bigster_extreme_hybridg150_4x4_automatic,bigster,2,588,true,summary|design|legal,bb4180946bd89df9add524544c4086f25feac577aa001b853cd6a5bf84b0c67f,f6e98815aad5286a3b479d2ed3347126840c1a65ff59c7aa41d16492081769c7
bigster_extreme_hybridg150_4x4_automatic,bigster,3,1784,true,summary|design|standard_equipment,2fba05b9e76ae47eb486c0969456e8b4c6394d54b9eb0761c6f54097ad8ed963,204fad9d585cbed6dd85778d51708ef7cdcdebaa7817abd7ee59f1b6f6037ae5
bigster_extreme_hybridg150_4x4_automatic,bigster,4,1653,true,summary|design,376c4b44f9d9f89f244bf4d6e9ed864fcc65b2f4ca132d3f39e03a97f6e6dc0d,7b24b55378c4d142721b7e6a6e24761effa68e6c664492e8aac8652bbd451bb1
bigster_extreme_hybridg150_4x4_automatic,bigster,5,1249,true,summary|technical,b1233d2b092814c7ab93ea3ab254571bcc58b8f8bafb9212cb7d21b425d7c20c,ea79b26903bf0ec9d9e052e08b45a0aed8fff30c58dc5454f41bc28d15bf6c1b
bigster_extreme_hybridg150_4x4_automatic,bigster,6,1293,true,summary|technical,d6beb392286ef9856f6f9f121baa72aaa8e1fd742404e3337d2cb3b445605565,ea65266a45e631d93991c83aacba9f98787a0f07b3a46cb8fb57d284be78e9fa
bigster_extreme_hybridg150_4x4_automatic,bigster,7,500,true,summary|technical,ce9012c538635e379b4ce1d8d5fd60d6fb0ad03f678fceae17d9f4dc8b6ae27c,5d3c726ae82d764404a360fe0f774f50a1105627b548c8f215f93ada180d5cde
bigster_extreme_hybridg150_4x4_automatic,bigster,8,758,true,summary,dc256bb0575dd1d72f3d742f3f6e10c8c5249bbcbfd0789b99f2ba1051232fdd,c86fb4f4dd2c42121f36315371b0485ec1b31a239d08cf0e2a11a5c8f3ba44d3
bigster_extreme_hybridg150_4x4_automatic,bigster,9,1030,true,summary|legal,e2ddee6492c6396b36298939d7a8ce5f90e03012bae5f91d7a977b6f7e861d6d,ce610e61ab13e912996e22e681ceeba969880d5c1a1735f89576956e13e7cf20
bigster_extreme_hybrid155_4x2_automatic,bigster,1,335,true,summary,225b402ceaeed4fbed65dde345eb59a7e46f07e5c7034e0aa69035c8b83ac80d,78fdd67eac6f32361c9f98944219ede346eebac2c8fede6a4dcf257dfdbe6c8f
bigster_extreme_hybrid155_4x2_automatic,bigster,2,582,true,summary|design|legal,54f5df9caefbe5323c4ce2d5ae550eacd2fd709dc377bb2ebb7f9f5b813d79d7,a52c8aeae813f6211bcde5f1ceea2afcf2ac823e4ffcc62c231362a4aee5990e
bigster_extreme_hybrid155_4x2_automatic,bigster,3,1722,true,summary|design|standard_equipment,360f61de946907f127d8e5b90a693a596c7559827d01f2acfc60217e65540874,e267a116015caf83bcd5833f797f90e8ae5f67bf3b3bbcbf53418bb2d7ed14b7
bigster_extreme_hybrid155_4x2_automatic,bigster,4,1671,true,summary|design,7477c6588443ddd6383d12b5924aed23b2bcc2f90c7735fabdadaf1739413fa7,c845e0daf2ae97d5ae17be941a7fb8acc60af3fe1987d667b9df316ad7d286e7
bigster_extreme_hybrid155_4x2_automatic,bigster,5,1267,true,summary|technical,6b685c38913e05bee7cccab568a7508114ee3186379a684cfb3061f5273fb3b8,05e933beb91e7391b730a204b2eb1940ac7920944c8ae39ef071d398a0a85984
bigster_extreme_hybrid155_4x2_automatic,bigster,6,1284,true,summary|technical,9c7d3b11c66a52e031a049fcaf345e931b3f3fd155872d214830c38dd33179f4,0abd49afe16b8a19ad4b07d9596106f9f68b0dff7ada5ec1ed5d70f9bee08cf8
bigster_extreme_hybrid155_4x2_automatic,bigster,7,500,true,summary|technical,be544784e7cd7831b8e38949ceb5f427d8a35ca374d77a5063c645ddf0073cc9,ca33be7fcb6c89c9a25cefe39ea772fa8ae5938963d7bbc73b358b86c4a7b47e
bigster_extreme_hybrid155_4x2_automatic,bigster,8,758,true,summary,834f69a59abdac3ea690a70e0df33900afdae30cc8559ab088c1e1da1e85b755,745e364e6f31fad36e46060e0af68dc1e08d4fb06088fa09a86ba3a9418fb3a5
bigster_extreme_hybrid155_4x2_automatic,bigster,9,1030,true,summary|legal,af6c31db56931ce955cabbf5a4ec91323b6bb6b654295d6ec6b4da647e21cacc,ffb3ae9cd2393d2965d2121ce9154227e3c72a2656a20808347703240501fdcb
bigster_journey_mildhybrid140_4x2_manual,bigster,1,339,true,summary,3a7f033df38627565bdea2f237fccf64b849301b105bec5e3fc4457b84a4b4fc,42f8dc8f9740546a35c46849e5c5cc5e17020465156483433363f12043c3a26f
bigster_journey_mildhybrid140_4x2_manual,bigster,2,592,true,summary|design|legal,1b5478a0f654e85cf03e9d8e3e29ebd2145cefbd33034239ea27a2e8fff14ed6,a426e28d750962ab4cd26f2efd5a097d260167367d8502248801f9360770c7f5
bigster_journey_mildhybrid140_4x2_manual,bigster,3,1773,true,summary|design|standard_equipment,337dd13b9df03ddb75b64eb53a01c4c831bb2ad90f27325825770dd45f122d2d,0f3daa49e2a075541ce3f020e0dd372463a4872c62766a16b18b4059637f9322
bigster_journey_mildhybrid140_4x2_manual,bigster,4,1633,true,summary|design,56a13b2b93c2991d8d80c3e272ab45a3917b1359edbe4676bcaf282bdc2a31b1,17d6874777df570250b0ce501b603301399176dc8b0d4e37e672a860396c99b2
bigster_journey_mildhybrid140_4x2_manual,bigster,5,1269,true,summary|technical,d41d3ffae8ff436c103bc75433eebe8345dd086032055b6e88ad2dd5045ecd45,2f4294d4812116e0df4c817f59f2be1727c7440d7843b4982bc7d43441efd447
bigster_journey_mildhybrid140_4x2_manual,bigster,6,1291,true,summary|technical,6fe771a1fd9621a4697134cb343e0487cfb9eff85e2231c8325450c415927960,0e13e4402e22e015decd1fc5a1d0226f12e3d292f0a7cdbebb1b8a06a86be762
bigster_journey_mildhybrid140_4x2_manual,bigster,7,500,true,summary|technical,4540a35058bddacbe725defcdc82fbb62a036f0a9167917a105ec242254a9fe3,ae546a72fb9d76843935585cfc405876d82cbe2bbab9b8b2028bef8751ae5e98
bigster_journey_mildhybrid140_4x2_manual,bigster,8,758,true,summary,feb56ebbe675bda52a5bb9b52b6a0f2d4da65e34ed28cabe261902cb079a859d,82a5aa93ab74c787297de14c3c8ce112fd52bc72d00612a4de8ecfff5177ad68
bigster_journey_mildhybrid140_4x2_manual,bigster,9,1030,true,summary|legal,53a9340a51b6219d9221ce0a6c64955c9561b8f95967710a84a9487052c31e4d,bcb954907327357e5900d1c803ed36da287526fb1686eff7d5f4652087bc73f5
bigster_journey_mildhybridg140_4x2_manual,bigster,1,335,true,summary,217f955b9017bc8ad712fd6dd1999486b316461ec81af0650608207cf711d778,5d4732cb942c093cd2a8e69d31b9cc29c9bd326ec6a10d39e89d03748471d2a8
bigster_journey_mildhybridg140_4x2_manual,bigster,2,594,true,summary|design|legal,580fc38ea8f5bd34373d8b2536d2ba5843340f69e053656116d6a90b4eac2401,a93d56185337f0c4fce582a2b1a82b4207a0fa4a317ff0a2226d1f8fa5f159ee
bigster_journey_mildhybridg140_4x2_manual,bigster,3,1798,true,summary|design|standard_equipment,eca039bcaa19bd1b147e3bbae8ba857328f1984d6d270f79712dfe1f0aac133b,207935ba4c0ea4575bda18bcd0eaa42a268e429a84cf42d511d6976450fd331e
bigster_journey_mildhybridg140_4x2_manual,bigster,4,1633,true,summary|design,94b9da13dd4949479f4dbcaddcf8d8511e2b592b94f77f6c7b91e4cb24b16be2,c75b68877147f7f7e41a825fbe7136339c3efcb38aa3d1e72e81dd3dda3fa14f
bigster_journey_mildhybridg140_4x2_manual,bigster,5,1270,true,summary|technical,a012794b7d93cc6627a97e8f84729350092e8ad75a5a0ab70057f3365c30853e,3384368927a1ddfcf38b7a8e99aefbf3ffd4476f3aedb360f8d776bd1926ffb1
bigster_journey_mildhybridg140_4x2_manual,bigster,6,1277,true,summary|technical,75b701cdb29eb2f64f57ffcd94c3236f41be3564901d07c55e66546135e0b750,4e2848012660cdf1fd85b25ffefd286a78a489a6ab0929e019d8ff99e2ed8491
bigster_journey_mildhybridg140_4x2_manual,bigster,7,500,true,summary|technical,1cbe212222e572f1151d6b92c015464b74a174fc7d1e81e8c6981c9ce15ef41e,d594c14372e58663ecd49a51d63300bc354f29656f940a7f3e4d6e07cabbac02
bigster_journey_mildhybridg140_4x2_manual,bigster,8,758,true,summary,7ecf81a29912a1f468615dac484c5e3a12ef604c3aae88753d8a5e1b0e850bc6,397a29666c86b03e28580d91f5b4d7bcfa98d82d98a93dd51514dd78fafcf2a4
bigster_journey_mildhybridg140_4x2_manual,bigster,9,1030,true,summary|legal,1bc075057559225609551d2c8a9481c758a5131e3aee14bdce023d539eb6158d,33af577fa1535ba70b015a60520ff9c0e82a158dc5f8f8f34177ddb1472db7d0
bigster_journey_hybridg150_4x4_automatic,bigster,1,350,true,summary,6d5ce46b22eaefbe14fdb7ad9f85e9c9f5bfdc9a27e7c7171860db4becdbaf31,76083e29fb8d8ead4b3bdf23a6bf22ccd2e4335e546dac4191b4c5d715cee611
bigster_journey_hybridg150_4x4_automatic,bigster,2,593,true,summary|design|legal,5c05312cc7dd9619fb65e00f9f68bf79b452b792b220599177abad7d06369e32,ed2466607b387538c78f2071b21fbcae74381e74363e82644cb9ee74a8942186
bigster_journey_hybridg150_4x4_automatic,bigster,3,1821,true,summary|design|standard_equipment,1c2848e3bfea56b7e78c6b05509649337308185ea2e55651e500914419770e78,27df3fdf53b382625f9ee3d2b8366bdd193129a03daf4590d99be5c583b03c2a
bigster_journey_hybridg150_4x4_automatic,bigster,4,1657,true,summary|design,b62696609e39524f7672892ccd9bd425a50908249c3fa051afa7ae3ebf764c35,ca3b9c4fadc4f2a81b605073a077200963c9c4366a70a19485b0b61d839f72e2
bigster_journey_hybridg150_4x4_automatic,bigster,5,1249,true,summary|technical,0948a51291eddd71ca99c1221d44594db91c1961a9b8227c7d3f862ec4b98507,15494d38cb5bde64346330697a235de2e3a3ed42049bca1af3136ff0e19cfb80
bigster_journey_hybridg150_4x4_automatic,bigster,6,1293,true,summary|technical,a94feee18fce14c6d208120791046716864256bdae9c0dcd0a10321a8351906d,da4e06d30010674e54ba151101679d45733329b5206a685d42f2f8f5b53b87da
bigster_journey_hybridg150_4x4_automatic,bigster,7,500,true,summary|technical,7d55d41f58ae6187d23db13a8bff73e5acae54d856f44ab91f0e1b2334056565,180c52a562117682a2f3b5591bfee5621bce70dc889cd8236ec3459a3c726aa5
bigster_journey_hybridg150_4x4_automatic,bigster,8,758,true,summary,3ac89f612611167273c256b793c17b9af9a7c63d97e4c43a2618d4d9ec533851,8519abec50d70e62467cf285dcdf580e40230eff80345f05b74d7c460ffdd1be
bigster_journey_hybridg150_4x4_automatic,bigster,9,1030,true,summary|legal,c08c8a6f1e8bb37f21867ef6134fc0062bca82a855d97c3707d5e9e764130896,0309c2b627ba285bcc4125df68fff1141c8c4116fd86bfc9f5d4af0b81acf8b3
bigster_journey_hybrid155_4x2_automatic,bigster,1,335,true,summary,8eda4695ea12c37f3abc7e88d89e29c277b66123cf145453f196b4ceea41f95c,bfd8b78385fb190c9459dd5f9b341c91f1431a77523bc0742b8123fb4ca5266f
bigster_journey_hybrid155_4x2_automatic,bigster,2,587,true,summary|design|legal,ff00be4001e3c0c578fcd7614355c6433557fcfee1bfb758f5aa8c8ceec0fb26,68648f50ed26a60acfc6665002f885299698c79cba7cc2413f8406168b3ee1db
bigster_journey_hybrid155_4x2_automatic,bigster,3,1759,true,summary|design|standard_equipment,8d742296e872b37d0d3dfe3784ede4aef50a99e0366fe8e202afbc531cdf9fbc,2350d897a2016d668cfd7e4302330826470900250e38dbe73adc4ecbdf512e75
bigster_journey_hybrid155_4x2_automatic,bigster,4,1633,true,summary|design,e38393b2957fbbe3c90edda3b99028c249d7395d378ef036f6a67264e5c92a3c,c7e2569c5eda5e1fca7c7c47aa79ccf6d7a5b90039d8997479f65327baff2e34
bigster_journey_hybrid155_4x2_automatic,bigster,5,1267,true,summary|technical,bd244a6acf5e2b9651c573ecdc05dfe3915d6b08790f0b3f95ffa7c75ef3723f,7efcfae7533a71bac3c54855e28ab15b4304dc6dcf67bce4c296faaa879537a6
bigster_journey_hybrid155_4x2_automatic,bigster,6,1284,true,summary|technical,ab31570e574c211a1599c86185fde754bbb07da5f8d0d832802de992e4341464,fb2d0bb2ac298ea6b9a25de8a69a5f31fc94483afdf6184d6497a8bef58553bc
bigster_journey_hybrid155_4x2_automatic,bigster,7,500,true,summary|technical,138611e75a0c39f7fc6025de63a78baaeaa907d005dec99f1dd083621749fb3e,ac09fba56d7fbc6afa36b34104a4e69e74b30ef85df6d8b264fb2e5627e512bd
bigster_journey_hybrid155_4x2_automatic,bigster,8,758,true,summary,d2a0f03fdde85a6999ad51c9bd66d2fb67db5a0125158af466b118f3066841b2,d77f15910cfa549a4acacb8063491ca3954e0e2fe9957cf3c94163ae2fd193fe
bigster_journey_hybrid155_4x2_automatic,bigster,9,1030,true,summary|legal,a90d581fca6d726fa45d684a2c861ba845b26a9d896bf6c077fe34f7eba54525,89c1f263a21caccee6f3893612c175d39d6d7a4ca01455233bfca13ee49d346f
spring_essential_electric70_automatic,spring,1,321,true,summary,771d809646a9cd0240d3210c3ab940afe7d0a22243c67f6f52216a6ee74d3c3f,740e0ece8be3f415f2a0243cd70d25671cf2acf90fd61ffc6474065389ba7c1a
spring_essential_electric70_automatic,spring,2,530,true,summary|design|legal,1a76fe3ff53fb140fb2b44074a720a68c932e366c87b396c81346a8abd54b457,289ad8191125ea819b82c965eb476a5cff6b0b2796e95c5917d10dabbd9a7dce
spring_essential_electric70_automatic,spring,3,955,true,summary|standard_equipment,1e95d16d9535bc9b0f47a2f39d57a059530a07f2bcb85dbc1839d23f11b555ed,dd3ad966858e6317c6b356b806573fd8f781b669f7d47c5b0c2802daf338b500
spring_essential_electric70_automatic,spring,4,1500,true,summary|design,5c7edccbcd9d884293ef738289c2df1bcfa501de949de6e760fc3c3d0ae79310,411fe8684d958a266d1d712f527937f5ab3eef50f03ec37e59da5f61fd1a80f0
spring_essential_electric70_automatic,spring,5,1295,true,summary|technical,3856125c14cc39c7f43419313db8368f90662e0f78faa8c7d6fb35128d12ad3b,b2b5a66cee95369187b7ec222fe707d9542ba49b545dac6860e270407900fefa
spring_essential_electric70_automatic,spring,6,1223,true,summary|technical,3393706d3c9c26aeee54b3b3626beba8ef9f3c84160b99d6a8710301ef695d38,f431fbb4b2547f00f8b1fdc525a15366728e68130bba4d59bd38660c3983a944
spring_essential_electric70_automatic,spring,7,483,true,summary|technical,fe3e8224ec9c99ce98025f4cf3d9e10e62a6229578bbd6b2e9d29ffd16f54a8b,e3b4c59e87617439976be538fefa7d1e2336d3c86c37807f220f6fe72e5896a4
spring_essential_electric70_automatic,spring,8,758,true,summary,87be42b85709253376238edf19a81cc645beaab225cf925413454a1f8953e448,4a03c12d68eb732898ca70ffaf94637b5e5040f445f32514c0378ae4b635815a
spring_essential_electric70_automatic,spring,9,1030,true,summary|legal,5984bb2d13cfd199398571420d170f5157a4e76acc0a57385e3d089fdbb72fe5,429b2f2718e37bcfa09ef2600d42084747bd451f48c89159de76842ac9891f81
spring_extreme_electric100_automatic,spring,1,320,true,summary,fcee72a84d92e8e4bdce947c533b39434b3dc18a706b6f55a04975bc6d8d5128,25a9a3457fae7ce84c10f70a5ec0f2dd1246e8c5287786928d172a6c755d142f
spring_extreme_electric100_automatic,spring,2,553,true,summary|design|legal,f8160cbad314e57bf0004839a52345536b91fc36352405f0be90612c5c0c940f,0dbcdf1c8058b999cf8acdd45544930cc9f8e304242a0e0971c6dd3ac39f7195
spring_extreme_electric100_automatic,spring,3,1027,true,summary|standard_equipment,75c0b707852e89869f96f813af19e41cc90f99db7de18f1f543322bb54df33ec,0523a59fd1c6722d2a2a3c5ffea97af8c6f350be010bc3ecd0f22119a532ba63
spring_extreme_electric100_automatic,spring,4,1598,true,summary|design,3c457f1f3b5e425edb1075783de759add7df63754cd6ad10fccb05a9636a90a9,ebe40565b35c61b04862e83b26ee6d963584db86192193d891f810628c222ccc
spring_extreme_electric100_automatic,spring,5,1296,true,summary|technical,da513588f353fdcfff3bea24e83b89d95d36e70823a93352a1b51c0bfff0bd97,04c55eaef421574ba08cacd79bd3a648066f32add717abc461507ca905d2aa29
spring_extreme_electric100_automatic,spring,6,1224,true,summary|technical,f5465975d23d2f658bfb50c72f2dacb9edd1175452b3c1ec56f2d441bb52cd30,e9d8824d4e5efeaa7d2c1dae2cc92519ac6cfbbe583bb718299e5d649bf525de
spring_extreme_electric100_automatic,spring,7,483,true,summary|technical,bbedf583d010f7236bd29ba63244bcd8b7ad119443df07b3c7417ad1bde6ffcf,6eca75a6267fe0c9dc0c332ca64fc495e409900ba5bd7db3631959ebc739a616
spring_extreme_electric100_automatic,spring,8,758,true,summary,ffeced3160cba7669ec15f0333e2378cd71d319b4d412553dba77b6908e6abcf,5e8017e4da5a171e626cf9c75de48be46af1b42953da57732523788669f7d0e9
spring_extreme_electric100_automatic,spring,9,1030,true,summary|legal,155d76983e8804652e2c523a926c6af97479fa6800687d307d27b1850cf28824,fd27f56d19b63cdb84a8c3a8bba01546a09c1b7709be4c3f65f6003bb90008ca
spring_expression_electric70_automatic,spring,1,322,true,summary,6d521be29b750bbdab3bb044ccff92bdc971d3e373111ec07e70b9c969d28404,ade202febd3c8c1739342d7c47bf651b35c650796fecfb69f0a5c41272f7beb4
spring_expression_electric70_automatic,spring,2,550,true,summary|design|legal,ca6c1e7f2a63105fba3778bd8d26ddd73ef899071237c4b6648e50311741dc8e,ba9dc5d8a3c247bd46f6f931a0198e14986037e076370bf75d7d3d5a156fae06
spring_expression_electric70_automatic,spring,3,988,true,summary|standard_equipment,deeabdf241c09aa97048faa21ba6053023c624576483a3b6e3ebe4ccc0423a0e,30763364f87115ad2f250f4cecb69c2022bae3839fe283094461386bbb1f5a4c
spring_expression_electric70_automatic,spring,4,1561,true,summary|design,ca9b833870d53c5bf2cf6dccc3186a325605995351899809f1062a8720303fc3,61f662624f40efc10dd9e29076eae95d2b20c8367afb0706f314d7b6c0b0ee11
spring_expression_electric70_automatic,spring,5,1296,true,summary|technical,1a025cb2be82b16e92c5f6b644ba13bcfb40ea3dd6b78f5022a08efe1092aef2,1fd3f3a23d97500bd6a1513df2c49f57716ee2e9b99fab67d2511fed5bb187b4
spring_expression_electric70_automatic,spring,6,1223,true,summary|technical,888a7a451cb78ff87922b1aa132d656011c66ecc0fb158d70fac3e4de78f3efa,dd0dd23dc74050e923e9c2dd51b8640f8536ded5e05b26fafe1d09ee846471c6
spring_expression_electric70_automatic,spring,7,483,true,summary|technical,f02ce28df9647403761ae19bd106568e7df0cbce8cd30ca52969af01ba7cd406,e780bdabc9fb0533f78bcf88414e1dcce6a0920a0db18139b9465af6d636546a
spring_expression_electric70_automatic,spring,8,758,true,summary,4a021b529357a069000ea55e05da438998db61e4a0f8366ce7887cdaa459c771,799ae6a5585fe6c1069b6a71b2900323a76170a9aa9df92d8283a02f271ca81e
spring_expression_electric70_automatic,spring,9,1030,true,summary|legal,9ca30362747566994a7af784aa212f93f9d6fe22cee27bd3d6d5ec2c89a07f7a,85c8a74048dd7f7ec87c6d73d26099c3cfaa2857cfb0193492e91eb1bc90adcd
